"player_id","player_name","team","opponent","is_home","recent_avg","season_avg","projected_rec_yards","weather_impact_score","is_dome","headshot","team_color","team_color2","team_logo","jersey","position","experience"
"00-0038618","X.Hutchinson","HOU","SEA",FALSE,17,20,18.2,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hv3mfhadliph08b4pl4s","#03202F","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/hou.png","19","WR",3
"00-0036973","T.Etienne","JAX","LA",TRUE,18.3333333333333,17,18.16,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gc0iljgj34piecyfueyd","#006778","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/jax.png","1","RB",5
"00-0039384","T.Tracy","NYG","DEN",FALSE,18,18,18,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/b9nje50lohbprf06xoom","#0B2265","#A71930","https://a.espncdn.com/i/teamlogos/nfl/500/nyg.png","29","RB",2
"00-0040122","A.Jeanty","LV","KC",FALSE,18,18,18,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/syspis1mntov9kgspb7r","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","2","RB",0
"00-0033858","J.Smith","PIT","CIN",FALSE,15.6666666666667,17.8,16.52,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/egd6llghj3n5wfdrqacw","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","81","TE",9
"00-0037267","J.Ford","CLE","MIA",TRUE,15.3333333333333,15.3333333333333,15.64,0,FALSE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/djggmwo5v8osoboiseo2","#FF3C00","#311D00","https://a.espncdn.com/i/teamlogos/nfl/500/cle.png","34","RB",4
"00-0040734","T.Henderson","NE","TEN",FALSE,15.3333333333333,15.3333333333333,15.33,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cfcux3dnfmbmz3qzrnco","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","32","RB",0
"00-0036997","J.Williams","DAL","WAS",TRUE,12,15.8,13.79,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hwzske22c4wrlf27qrih","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","33","RB",5
"00-0034829","M.Gesicki","CIN","PIT",TRUE,13,13.25,13.36,0,FALSE,NA,"#FB4F14","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/cin.png",NA,NA,NA
"00-0039342","X.Legette","CAR","NYJ",FALSE,13,13,13,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/j4jj8rvgzji7zut86ux7","#0085CA","#000000","https://a.espncdn.com/i/teamlogos/nfl/500-dark/car.png","17","WR",2
"00-0035261","T.Pollard","TEN","NE",TRUE,12.3333333333333,12.3333333333333,12.58,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/dvpdczetkdhrqpm8izmd","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","20","RB",7
"00-0039880","M.Washington","MIA","CLE",FALSE,11.6666666666667,13.4,12.36,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kwcgtsbpd0rpwsgq2npe","#008E97","#F58220","https://a.espncdn.com/i/teamlogos/nfl/500/mia.png","6","WR",2
"00-0037197","I.Pacheco","KC","LV",TRUE,11,9,10.4,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tqshteijt4xhgk2ei9sx","#E31837","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/kc.png","10","RB",4
"00-0037525","J.Mason","MIN","PHI",TRUE,9,9,9.18,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ixykwytfrfz1cdxlhj5w","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","27","RB",4
"00-0040705","C.Dike","TEN","NE",TRUE,9,6.5,8.16,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/njdduv9jx7c8vlrll8ex","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","17","WR",0
"00-0032211","T.Lockett","TEN","NE",TRUE,2,10.4,5.47,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h5dsmp4omfoyzqsp07f8","#002244","#4B92DB","https://a.espncdn.com/i/teamlogos/nfl/500/ten.png","4","WR",11
