"season","week","defense_team","def_total_plays","def_avg_yards_per_play","def_avg_epa_per_play","def_success_rate_allowed","def_sacks","def_stuff_rate","def_turnovers_forced","def_turnover_rate","def_explosive_rate_allowed","def_third_down_stops","def_third_down_rate","def_red_zone_tds_allowed","def_red_zone_stops","def_red_zone_td_rate","def_roll3_epa","def_roll3_success_rate","def_roll3_third_down"
2025,3,"LV",51,7.66666666666667,0.291637222498433,0.490196078431373,1,0.235294117647059,1,0.0196078431372549,0.137254901960784,4,0.444444444444444,2,5,0.285714285714286,0.0411021636656666,0.437908496732026,0.645502645502645
2025,4,"LV",62,4.29032258064516,-0.100534697525103,0.435483870967742,1,0.435483870967742,1,0.0161290322580645,0.0645161290322581,9,0.5625,1,16,0.0588235294117647,0.0296158532776153,0.445814885093822,0.594907407407407
2025,5,"LV",61,5.22950819672131,0.2768333146738,0.508196721311475,0,0.262295081967213,0,0,0.0655737704918033,2,0.2,6,16,0.272727272727273,0.15597861321571,0.477958890236863,0.402314814814815
2025,6,"LV",58,3.87931034482759,-0.307668654738855,0.379310344827586,6,0.379310344827586,3,0.0517241379310345,0.103448275862069,10,0.769230769230769,1,6,0.142857142857143,-0.0437900125300526,0.440996979035601,0.510576923076923
2025,1,"MIA",69,5.89855072463768,0.25046856612633,0.521739130434783,1,0.217391304347826,0,0,0.130434782608696,8,0.533333333333333,2,17,0.105263157894737,NA,NA,NA
2025,2,"MIA",53,6.37735849056604,0.343923120322916,0.509433962264151,3,0.188679245283019,0,0,0.0943396226415094,5,0.416666666666667,3,8,0.272727272727273,NA,NA,NA
2025,3,"MIA",56,6.48214285714286,0.284754967119857,0.553571428571429,1,0.214285714285714,0,0,0.142857142857143,5,0.454545454545455,4,8,0.333333333333333,0.293048884523034,0.528248173756787,0.468181818181818
2025,4,"MIA",56,6.625,0.182979385344823,0.625,2,0.25,2,0.0357142857142857,0.125,5,0.555555555555556,0,5,0,0.270552490929199,0.56266846361186,0.475589225589226
2025,5,"MIA",60,6.73333333333333,0.136640719806523,0.45,3,0.25,2,0.0333333333333333,0.15,6,0.545454545454545,3,8,0.272727272727273,0.201458357423734,0.542857142857143,0.518518518518518
2025,6,"MIA",64,6.296875,0.103991037248707,0.453125,1,0.25,1,0.015625,0.125,9,0.6,2,17,0.105263157894737,0.141203714133351,0.509375,0.567003367003367
2025,1,"MIN",61,4.98360655737705,-0.0723649844862529,0.377049180327869,2,0.360655737704918,1,0.0163934426229508,0.0983606557377049,9,0.75,2,2,0.5,NA,NA,NA
2025,2,"MIN",60,5.41666666666667,-0.0244442386954268,0.45,3,0.25,1,0.0166666666666667,0.133333333333333,8,0.571428571428571,1,13,0.0714285714285714,NA,NA,NA
2025,3,"MIN",51,3.05882352941176,-0.857977782002047,0.274509803921569,4,0.352941176470588,5,0.0980392156862745,0.0392156862745098,8,0.8,1,1,0.5,-0.318262335061242,0.367186328083146,0.707142857142857
2025,4,"MIN",49,6.36734693877551,0.150316285662149,0.571428571428571,2,0.204081632653061,0,0,0.102040816326531,6,0.75,2,14,0.125,-0.244035245011775,0.431979458450047,0.707142857142857
2025,5,"MIN",65,4.93846153846154,0.00736937651661165,0.4,2,0.369230769230769,0,0,0.107692307692308,12,0.8,2,14,0.125,-0.233430706607762,0.41531279178338,0.783333333333333
2025,1,"NE",57,6.42105263157895,0.123105050013795,0.43859649122807,4,0.403508771929825,1,0.0175438596491228,0.175438596491228,6,0.545454545454545,1,2,0.333333333333333,NA,NA,NA
2025,2,"NE",52,6.88461538461539,0.169882718400781,0.480769230769231,5,0.326923076923077,1,0.0192307692307692,0.0961538461538462,6,0.6,1,1,0.5,NA,NA,NA
2025,3,"NE",44,4.54545454545455,-0.103105418200853,0.477272727272727,0,0.318181818181818,1,0.0227272727272727,0.0681818181818182,5,0.625,3,5,0.375,0.0632941167379073,0.465546149756676,0.590151515151515
2025,4,"NE",65,5.01538461538462,-0.0243401050376954,0.492307692307692,1,0.323076923076923,0,0,0.0923076923076923,9,0.642857142857143,2,3,0.4,0.014145731720744,0.483449883449883,0.622619047619048
2025,5,"NE",59,5.91525423728814,-0.0137397511008784,0.491525423728814,1,0.220338983050847,3,0.0508474576271186,0.11864406779661,4,0.444444444444444,2,11,0.153846153846154,-0.0470617581131424,0.487035281103078,0.570767195767196
2025,6,"NE",51,5.80392156862745,-0.0411474344253871,0.450980392156863,2,0.235294117647059,1,0.0196078431372549,0.0588235294117647,6,0.666666666666667,1,7,0.125,-0.0264090968546536,0.47827116939779,0.584656084656085
2025,1,"NO",59,4.6271186440678,0.0373811746008302,0.406779661016949,5,0.338983050847458,0,0,0.101694915254237,7,0.538461538461538,2,7,0.222222222222222,NA,NA,NA
2025,2,"NO",63,5.46031746031746,0.0399903242788204,0.476190476190476,3,0.349206349206349,1,0.0158730158730159,0.0634920634920635,6,0.428571428571429,2,3,0.4,NA,NA,NA
2025,3,"NO",48,5.45833333333333,0.0443011272331256,0.4375,0,0.229166666666667,1,0.0208333333333333,0.125,5,0.714285714285714,4,6,0.4,0.040557542037592,0.440156712402475,0.56043956043956
2025,4,"NO",53,6.73584905660377,0.193412265854043,0.471698113207547,3,0.245283018867925,1,0.0188679245283019,0.150943396226415,6,0.666666666666667,2,5,0.285714285714286,0.0925679057886631,0.461796196466008,0.603174603174603
2025,5,"NO",68,4.89705882352941,-0.283237778175937,0.470588235294118,1,0.235294117647059,5,0.0735294117647059,0.0441176470588235,7,0.7,3,7,0.3,-0.0151747950295895,0.459928782833888,0.693650793650794
